OBJECTID,YEAR_,FIRE_NAME,CAUSE,GIS_ACRES
38907,2011,REEF,Lightning,64.31986237
38908,2011,SAMPLE,Lightning,29.68156242
38909,2011,WATTS,Equipment Use,10.75496101
38910,2011,WEST,Unknown/Unidentified,214.0218811
38911,2011,ROWDY,Escaped Prescribed Burn,20.65553665
38912,2011,SNOW,Escaped Prescribed Burn,62.84014511
38913,2011,SPANISH,Equipment Use,523.98980713
38914,2011,YAGER,Escaped Prescribed Burn,55.09675217
38915,2011,BUTTERMILK,Campfire,206.3687439
38916,2011,KANGAROO,Campfire,14.02203274
38917,2011,ONION,Lightning,561.72662354
38918,2011,65,Lightning,2003.44995117
38919,2011,ANTELOPE,Unknown/Unidentified,5068.75341797
38920,2011,BAKER,Lightning,1711.33483887
38921,2011,BLACK,Lightning,2577.54785156
38922,2011,BLUE,Lightning,561.44018555
38923,2011,BRECKENRIDGE COMPLEX,Lightning,25223.41210938
38924,2011,CALIENTE,Lightning,552.27880859
38925,2011,CANYON,Aircraft,14585.359375
38926,2011,CATTLE,Lightning,2130.33081055
38927,2011,COMANCHE,Lightning,25939.01171875
38928,2011,GRAPE,Vehicle,155.20146179
38929,2011,HARPER,Lightning,465.29431152
38930,2011,HARRIS,Lightning,217.54499817
38931,2011,HART,Lightning,283.83135986
38932,2011,IKEA,Unknown/Unidentified,667.14984131
38933,2011,INDIAN,Lightning,3068.71875
38934,2011,KNOB,Lightning,2709.76611328
38935,2011,LIGHTNING,Lightning,550.79382324
38936,2011,NORTH,Lightning,3438.94116211
38937,2011,OLD,Lightning,408.66964722
38938,2011,QUINN,Unknown/Unidentified,3138.8972168
38939,2011,REED,Lightning,5899.56835938
38940,2011,WILLIAMS,Unknown/Unidentified,167.45204163
38941,2011,WOLF,Lightning,633.47290039
38942,2011,BANNING,Equipment Use,117.99900818
38943,2011,CHARLIE,Unknown/Unidentified,80.1239624
38944,2011,COLINA,Miscellaneous,0.09397248
38945,2011,EAST,Unknown/Unidentified,27.70579529
38946,2011,EAST,Lightning,113.55774689
38947,2011,EMMA,Equipment Use,29.46317482
38948,2011,ENCINAL,Equipment Use,2.43514824
38949,2011,FOOSE,Miscellaneous,0.74615842
38950,2011,HUGHES,Unknown/Unidentified,50.53923798
38951,2011,INDIA,Equipment Use,57.09016418
38952,2011,LANCASTER,Debris,17.14412498
38953,2011,LANCASTER,Lightning,36.84941101
38954,2011,LAS VIRGENES,Miscellaneous,1.30545497
38955,2011,LIGHTNING,Lightning,132.56019592
38956,2011,MALIBU BEACH,Miscellaneous,0.09395437
38957,2011,NEENACH,Unknown/Unidentified,42.16852188
38958,2011,NORTH,Unknown/Unidentified,23.67796707
38959,2011,OASIS,Lightning,355.55023193
38960,2011,PARK,Unknown/Unidentified,82.12324524
38961,2011,PEAR,Unknown/Unidentified,23.38193703
38962,2011,PERKINS,Unknown/Unidentified,27.30478287
38963,2011,PIUMA,Vehicle,0.09396579
38964,2011,RANGE,Vehicle,241.01464844
38965,2011,RIVERBED,Unknown/Unidentified,108.05053711
38966,2011,SIERRA,Equipment Use,12.05157185
38967,2011,WAGON,Structure,298.84750366
38968,2011,BEACON,Arson,702.76495361
38969,2011,KNOXVILLE,Smoking,507.80688477
38970,2011,OLD,Miscellaneous,28.64768028
38971,2011,ALISO,Miscellaneous,35.07863235
38972,2011,BUCKHORN,Lightning,65.54086304
38973,2011,CIELO,Miscellaneous,17.6063633
38974,2011,FIGUERO,Equipment Use,675.55932617
38975,2011,FRAZIER 1,Lightning,15.8633728
38976,2011,GOAT,Lightning,107.00669098
38977,2011,HURRICANE,Lightning,124.80996704
38978,2011,QUARRY,Lightning,13.49841881
38979,2011,RANGE,Miscellaneous,22.5874176
38980,2011,SALT,Lightning,15.17708206
38981,2011,STATION,Miscellaneous,24.00593567
38982,2011,CHICKEN,Lightning,13.58235359
38983,2011,COUGAR,Campfire,1790.56115723
38984,2011,MAMMOTH,Railroad,1193.31567383
38985,2011,SCORPION,Railroad,1417.53491211
38986,2011,PASS,Vehicle,643.9498291
38987,2011,ERRECA,Vehicle,568.4095459
38988,2011,ROMERO,Unknown/Unidentified,451.0401001
38989,2011,BARRETT,Lightning,160.29637146
38990,2011,BEE,Miscellaneous,185.42530823
38991,2011,BORDER 12,Unknown/Unidentified,35.89541626
38992,2011,BORDER 16,Unknown/Unidentified,21.72745514
38993,2011,EAGLE,Arson,13992.9921875
38994,2011,GREAT,Unknown/Unidentified,2133.96166992
38995,2011,PALA,Power Line,191.50018311
38996,2011,BASELINE,Unknown/Unidentified,31.11979485
38997,2011,BEALE,Unknown/Unidentified,20.09165764
38998,2011,CHALK FIRE,Escaped Prescribed Burn,16.59121132
38999,2011,FIDDYMENT,Miscellaneous,80.91879272
39000,2011,KRISTA,Unknown/Unidentified,341.67770386
39001,2011,LOMA FIRE,Escaped Prescribed Burn,31.98036957
39002,2011,SCOTT,Equipment Use,17.05639458
39003,2011,SMARTVILLE,Vehicle,149.20605469
39004,2011,SOUTH RIDGE,Unknown/Unidentified,109.56093597
39005,2011,SPENCEVILLE,Unknown/Unidentified,65.92691803
39006,2011,WALDO,Unknown/Unidentified,18.57086563
39007,2011,WEST BUTTE FIRE,Miscellaneous,240.43731689
39008,2011,WEST WISE FIRE,Unknown/Unidentified,16.47446442
39009,2011,YEAGER INCIDENT,Vehicle,140.32771301
39010,2011,ANNIE,Unknown/Unidentified,2075.77978516
39011,2011,DEPOT,Unknown/Unidentified,19.62491608
39012,2011,HERLONG,Unknown/Unidentified,324.90707397
39013,2011,HOG,Lightning,267.35284424
39014,2011,HOLBROOK 2,Lightning,84.09361267
39015,2011,CARBON CANYON,Unknown/Unidentified,508.34326172
39016,2011,ROSE,Power Line,15.49225044
39017,2011,UNNAMED,Campfire,1.13112652
39018,2011,ADAMS,Equipment Use,27.34136391
39019,2011,CABAZON,Unknown/Unidentified,98.98099518
39020,2011,CANYON,Miscellaneous,54.524189
39021,2011,FREE,Unknown/Unidentified,52.32205582
39022,2011,GARZA,Equipment Use,167.34939575
39023,2011,GILMAN,Unknown/Unidentified,1026.63879395
39024,2011,GRANITE,Unknown/Unidentified,21.69398117
39025,2011,KELLER,Equipment Use,411.18170166
39026,2011,LAGO,Unknown/Unidentified,46.07223511
39027,2011,SAN TIM,Unknown/Unidentified,71.13065338
39028,2011,THEODORE,Vehicle,56.7766571
39029,2011,WAYMAN,Unknown/Unidentified,50.76544571
39030,2011,WHITEWATER,Unknown/Unidentified,78.90386963
39031,2011,ALISOS,Miscellaneous,171.70362854
39032,2011,CANYON,Equipment Use,188.97866821
39033,2011,BIRD,Power Line,144.96714783
39034,2011,BRICKYARD,Power Line,17.32406616
39035,2011,CHRISMAN,Vehicle,431.72940063
39036,2011,FLYNN,Miscellaneous,517.37469482
39037,2011,RANCH,Equipment Use,13.91882038
39038,2011,TOP,Playing with Fire,516.96478271
39039,2011,HIGH,Lightning,6.74814939
39040,2011,HYAMPOM,Equipment Use,6.883943560000001
39041,2011,JUNIPER,Miscellaneous,10.08530521
39042,2011,CANYON,Power Line,31.46873665
39043,2011,OAKRUN,Miscellaneous,21.02024078
39044,2011,AGER,Equipment Use,1.40437567
39045,2011,APACHE,Lightning,0.31086376
39046,2011,BELL,Equipment Use,15.74841595
39047,2011,BLACK,Miscellaneous,4.26726437
39048,2011,BOGUS,Lightning,5.7316699
39049,2011,CALLAHAN,Miscellaneous,2.17957211
39050,2011,COPCO,Lightning,12.3270216
39051,2011,DANDY,Escaped Prescribed Burn,2.11681747
39052,2011,HAWKINSVILLE,Equipment Use,120.11347198
39053,2011,HORNBROOK,Lightning,3.42270684
39054,2011,JADE,Debris,3.61945772
39055,2011,LIGHTHILL,Escaped Prescribed Burn,1.67077959
39056,2011,MONTAGUE,Escaped Prescribed Burn,7.57252264
39057,2011,SLOUGH,Lightning,17.62443161
39058,2011,WEED,Playing with Fire,0.55228788
39059,2011,WILLOW,Equipment Use,12.29060459
39060,2011,BEAR,Vehicle,3.87359047
39061,2011,BITTERWATER,Equipment Use,187.79283142
39062,2011,GENESEO,Unknown/Unidentified,78.68054199
39063,2011,HIGHWAY,Vehicle,380.58898926
39064,2011,JACK,Unknown/Unidentified,19.71008873
39065,2011,MARCOS,Vehicle,129.64253235
39066,2011,RED,Unknown/Unidentified,39.01206589
39067,2011,SHELL,Vehicle,17.49644089
39068,2011,SODA,Equipment Use,1533.49645996
39069,2011,TALLEY,Unknown/Unidentified,5.33918619
39070,2011,YOSEMITE,Power Line,64.0484314
39071,2011,BLOOM,Lightning,114.38587189
39072,2011,BOREL,Miscellaneous,39.44989395
39073,2011,CANEBREAK,Lightning,34.85451508
39074,2011,CHURCH,Lightning,58.56497574
39075,2011,COLD,Campfire,10.14760971
39076,2011,COVE,Miscellaneous,1121.3729248
39077,2011,COW,Lightning,135.88479614
39078,2011,GIANT,Miscellaneous,25.1385479
39079,2011,GOLDEN,Lightning,11.9687109
39080,2011,LION,Lightning,20681.5390625
39081,2011,MOTOR,Equipment Use,5230.33837891
39082,2011,SPLIT,Equipment Use,27.96885109
39083,2011,WILLOWS,Arson,1121.11450195
39084,2011,RUTH,Debris,1457.13806152
39085,2011,ACKERSON,Smoking,12.84431458
39086,2011,BURST COMPLEX,Unknown/Unidentified,4.12734938
39087,2011,COTTON,Debris,39.55086517
39088,2011,PUNCH,Lightning,507.45169067
39089,2011,RIDGE,Debris,59.73060989
39090,2011,BLUE,Debris,698.14447021
39091,2011,BRIDGE,Unknown/Unidentified,77.20833588
39092,2011,EAST,Debris,44.06646347
39093,2011,EASTMAN,Equipment Use,55.06349945
39094,2011,FRECCERO,Arson,56.78341293
39095,2011,HOLLOW,Debris,14.38900852
39096,2011,LAGRANGE,Miscellaneous,114.41459656
39097,2011,MIDDLE,Equipment Use,96.83292389
39098,2011,MILTON,Lightning,1122.45483398
39099,2011,MURRAY,Equipment Use,71.58361816
39100,2011,INDIAN,Lightning,12.72312832
39101,2011,GRANITE,Lightning,872.87365723
39102,2011,MUD SPRINGS,Lightning,342.8059082
39103,2011,ROADRUNNER,Arson,334.62185669
39104,2011,STAGE,Equipment Use,1129.85498047
39105,2011,TENNESSEE,Lightning,484.82818604
39106,2011,ALIZIA,Equipment Use,4.02645826
39107,2011,CAMARILLO SPRINGS,Miscellaneous,9.19890785
39108,2011,COLLINS,Unknown/Unidentified,58.85123062
39109,2011,CONEJO,Vehicle,14.24236107
39110,2011,FOOTHILL,Power Line,60.44737244
39111,2011,LEWIS,Miscellaneous,2.9848876
39112,2011,RANCHO CONEJO,Miscellaneous,4.48572159
39113,2011,TAPO,Unknown/Unidentified,25.94070053
39114,2012,BIGROCK,Arson,3.5821476
39115,2012,MESAVIEW,Arson,20.93058586
39116,2012,PANORAMA,Lightning,12.28031063
39117,2012,POWERHOUSE,Unknown/Unidentified,0.7162568
39118,2012,RESERVOIR,Miscellaneous,7.47288132
39119,2012,SHINN,Miscellaneous,5.99886703
39120,2012,STEELE,Aircraft,6.0908103
39121,2012,WILLIAMS,Unknown/Unidentified,4192.32128906
39122,2012,BOWEN,Campfire,118.71846771
39123,2012,CARY,Playing with Fire,160.43041992
39124,2012,CRANSTON,Miscellaneous,20.23123169
39125,2012,CREEK,Miscellaneous,66.46069336
39126,2012,DEVORE,Equipment Use,334.49053955
39127,2012,FISH,Unknown/Unidentified,1135.34680176
39128,2012,HWY 18,Equipment Use,8.93161678
39129,2012,HWY 74,Equipment Use,3.27021241
39130,2012,LAWLER,Miscellaneous,13.52737427
39131,2012,LYTLE,Miscellaneous,6.4247036
39132,2012,TRUCK,Miscellaneous,29.61335945
39133,2012,ARROWHEAD,Unknown/Unidentified,22.6690197
39134,2012,GREENSPOT,Unknown/Unidentified,56.50733948
39135,2012,HIGH,Unknown/Unidentified,19.56540489
39136,2012,KENWOOD,Unknown/Unidentified,11.28532982
39137,2012,LITTLE,Vehicle,86.87046051
39138,2012,OASIS,Miscellaneous,58.09877396
39139,2012,TWIN,Miscellaneous,41.89190292
39140,2012,198,Power Line,26.50986481
39141,2012,DAVIS,Miscellaneous,50.20043564
39142,2012,GLORIA,Miscellaneous,30.70730019
39143,2012,JOHNSON,Playing with Fire,65.24154663
39144,2012,JOLON,Escaped Prescribed Burn,12.07878971
39145,2012,LONOAK,Miscellaneous,93.35647583
39146,2012,NORTH,Arson,12.41646576
39147,2012,OLD STAGE,Arson,13.97498989
39148,2012,RANCHITA,Equipment Use,66.954422
39149,2012,SAN ARDO,Power Line,10.35927963
39150,2012,TURKEY,Equipment Use,2530.0480957
39151,2012,CONCOW,Equipment Use,55.93782806
39152,2012,MILL,Arson,1640.9206543
39153,2012,OREGON,Power Line,117.35793304
39154,2012,POWER,Unknown/Unidentified,92.62818909
39155,2012,WINDY,Unknown/Unidentified,78.69503021
39156,2012,BOONE,Miscellaneous,12.60547161
39157,2012,BORDER 12,Unknown/Unidentified,121.30233765
39158,2012,BORDER 6,Unknown/Unidentified,11.37236786
39159,2012,CHRISTMAS,Miscellaneous,27.12194252
39160,2012,COOPER,Lightning,1.48182023
39161,2012,HIGHLAND,Miscellaneous,2177.42578125
39162,2012,HIGHLINE,Debris,142.1018219
39163,2012,JAMESON,Miscellaneous,30.00076866
39164,2012,JAWBONE COMPLEX,Lightning,12015.20800781
39165,2012,LAMB,Lightning,25.16838646
39166,2012,LIKLEY,Power Line,9965.59765625
39167,2012,MARRON,Miscellaneous,73.986763
39168,2012,MARTINEZ,Lightning,11.01508617
39169,2012,POWERLINE,Miscellaneous,36.4450531
39170,2012,RANGE,Miscellaneous,322.59313965
39171,2012,RANGE,Miscellaneous,15.65881443
39172,2012,SHOOTS,Lightning,1.98725915
39173,2012,SOLEDAD,Equipment Use,66.9145813
39174,2012,STEELE,Equipment Use,17.39637947
39175,2012,STWEART,Lightning,10630.22558594
39176,2012,VALLECITO,Lightning,519.39544678
39177,2012,VIEW,Equipment Use,376.14904785
39178,2012,WASH,Lightning,13.18566513
39179,2012,WILSON,Lightning,11667.13769531
39180,2012,WINDY,Equipment Use,136.8996582
39181,2012,WYNOLA,Lightning,3.03340006
39182,2012,ADOBE,Lightning,30.60186386
39183,2012,BIEDERMAN,Lightning,19.96126175
39184,2012,INDIAN,Lightning,12575.23828125
39185,2012,MIDOLI 2,Miscellaneous,93.25681305
39186,2012,BUCKMAN 2,Unknown/Unidentified,6.94040203
39187,2012,COTTONWOOD,Escaped Prescribed Burn,14.06190777
39188,2012,LA POSTA,Miscellaneous,10.94397831
39189,2012,HAZEL,Campfire,44.30578613
39190,2012,STAR,Lightning,15.10151005
39191,2012,DERRICK,Power Line,50.00498199
39192,2012,DUNLAP,Unknown/Unidentified,10.58809471
39193,2012,FIRESTONE,Arson,44.09070969
39194,2012,LANES,Smoking,135.85778809
39195,2012,PIEDRA,Equipment Use,36.75595856
39196,2012,PINE,Equipment Use,90.84223938
39197,2012,REEF,Power Line,43.68041611
39198,2012,RIDGE,Lightning,10.13082314
39199,2012,RUTH,Power Line,22.72357368
39200,2012,TRACTOR,Equipment Use,21.09004402
39201,2012,ARROW COMPLEX,Arson,5.19758606
39202,2012,ARROW COMPLEX,Arson,0.55283326
39203,2012,ARROW COMPLEX,Arson,1.8212837
39204,2012,ARROW COMPLEX,Arson,10.4508028
39205,2012,ARROW COMPLEX,Arson,2.24816537
39206,2012,ARROW COMPLEX,Arson,60.76419067
39207,2012,SAGE HEN,Lightning,12.46298695
39208,2012,BILL,Lightning,44.28057861
39209,2012,CARIBOU,Campfire,24.01272583
39210,2012,CECIL,Miscellaneous,14.06266212
39211,2012,DILLON,Equipment Use,317.64889526
39212,2012,GOFF,Lightning,22266.9453125
39213,2012,LICK,Lightning,229.40737915
39214,2012,RED,Miscellaneous,16.57570457
39215,2012,Unnamed,Unknown/Unidentified,3.57784367
39216,2012,Unnamed,Lightning,3.15724659
39217,2012,Unnamed,Unknown/Unidentified,4.84556389
39218,2012,Unnamed,Unknown/Unidentified,21.45017815
39219,2012,Unnamed,Unknown/Unidentified,0.79176944
39220,2012,Unnamed,Unknown/Unidentified,1.34643221
39221,2012,Unnamed,Unknown/Unidentified,0.25725666
39222,2012,Unnamed,Unknown/Unidentified,17.28999901
39223,2012,Unnamed,Unknown/Unidentified,1.00488067
39224,2012,Unnamed,Unknown/Unidentified,35.61076736
39225,2012,Unnamed,Unknown/Unidentified,0.87484509
39226,2012,155 FIRE,Unknown/Unidentified,0.04238342
39227,2012,BEALE,Unknown/Unidentified,3.91665959
39228,2012,BLUE,Unknown/Unidentified,1.56793416
39229,2012,CAMP 9,Unknown/Unidentified,4.21136999
39230,2012,CHESTER EXT,Unknown/Unidentified,7.59049416
39231,2012,CHOCTAW,Unknown/Unidentified,1.22675884
39232,2012,CLEAR,Lightning,1451.63378906
39233,2012,COLE,Unknown/Unidentified,0.81984448
39234,2012,CONDOR,Unknown/Unidentified,20.97988129
39235,2012,WALKER,Unknown/Unidentified,5.085289
39236,2012,WOFFORD,Miscellaneous,17.76818657
39237,2012,AGUA,Equipment Use,7.086761
39238,2012,ALISO FIRE,Equipment Use,12.31213284
39239,2012,BOUQUET,Miscellaneous,9.26074791
39240,2012,CASTLE ROCK FIRE,Power Line,0.62875485
39241,2012,COPCO FIRE,Unknown/Unidentified,146.9888916
39242,2012,ESCONDIDO FIRE,Smoking,0.39394102
39243,2012,FIVE MILE FIRE,Equipment Use,488.74078369
39244,2012,GLADDING,Miscellaneous,5.81096792
39245,2012,HIGHWAY,Equipment Use,7.48767996
39246,2012,HILLSIDE,Miscellaneous,47.19526672
39247,2012,HILLSIDE FIRE,Unknown/Unidentified,885.15924072
39248,2012,MARTINEZ FIRE,Unknown/Unidentified,4.11401033
39249,2012,MESA FIRE,Equipment Use,10.90204334
39250,2012,MULHOLLAND,Unknown/Unidentified,1.00628138
39251,2012,OASIS FIRE,Unknown/Unidentified,94.33763123
39252,2012,OLIVEVIEW,Unknown/Unidentified,5.26216316
39253,2012,RIDGE FIRE,Unknown/Unidentified,27.09222984
39254,2012,TEJON,Miscellaneous,13.61067581
39255,2012,TOVEY FIRE,Unknown/Unidentified,71.69715881
39256,2012,TREE FIRE,Unknown/Unidentified,126.4701004
39257,2012,VANTAGE POINTE FIRE,Unknown/Unidentified,0.26446909
39258,2012,VINCENT,Lightning,8.25073338
39259,2012,RUSTIC,Arson,6.44969463
39260,2012,SEPULVEDA PASS,Unknown/Unidentified,53.52312469
39261,2012,CHENEY,Miscellaneous,230.51223755
39262,2012,FOREST,Equipment Use,601.84729004
39263,2012,SITES_COMPLEX,Arson,4429.40087891
39264,2012,SIXTEEN_COMPLEX,Arson,17942.1484375
39265,2012,SODA,Escaped Prescribed Burn,196.7217865
39266,2012,STONY,Vehicle,5.7285552
39267,2012,TWENTY_NINE,Power Line,313.99615479
39268,2012,WALKER,Unknown/Unidentified,5102.58251953
39269,2012,WYE,Unknown/Unidentified,2831.42285156
39270,2012,BLUE,Lightning,27.25939369
39271,2012,HILL,Miscellaneous,689.67138672
39272,2012,LOOKOUT,Debris,43.56772995
39273,2012,OZENA,Arson,360.82879639
39274,2012,ROCK,Miscellaneous,17.566516880000002
39275,2012,TINTA,Miscellaneous,47.17359924
39276,2012,VALLEY FIRE,Miscellaneous,63.83113098
39277,2012,YELLOWJACKET,Miscellaneous,11.42739773
39278,2012,ANTELOPE,Lightning,622.29931641
39279,2012,LAKE,Lightning,1664.82128906
39280,2012,SALISBURY,Lightning,41.83917999
39281,2012,SISTERS,Equipment Use,141.77166748
39282,2012,FLYNN,Power Line,194.57597351
39283,2012,GRADE,Smoking,51.41530609
39284,2012,MILL,Arson,13.74345112
39285,2012,NORTH,Arson,374.87289429
39286,2012,POND,Equipment Use,0.73086804
39287,2012,POND,Equipment Use,21.93608284
39288,2012,RIVER,Power Line,9.90273285
39289,2012,SCOTTS,Campfire,4509.28759766
39290,2012,VIEW,Debris,13.27463436
39291,2012,GAINES,Power Line,1662.40002441
39292,2012,MILL,Miscellaneous,29525.45117188
39293,2012,NORTH PASS,Lightning,41812.51953125
39294,2012,NORTH PASS,Lightning,5.36969614
39295,2012,NORTH PASS,Lightning,10.47537613
39296,2012,ANTONIO,Vehicle,95.17420959
39297,2012,MARTINONI,Unknown/Unidentified,29.55168915
39298,2012,RING MOUNTAIN,Unknown/Unidentified,13.64398575
39299,2012,BANNER FIRE,Unknown/Unidentified,5320.11572266
39300,2012,BORDER 6,Unknown/Unidentified,61.55973053
39301,2012,BORDER 7,Unknown/Unidentified,56.17695999
39302,2012,CHIHAUHAU 2,Lightning,2006.96191406
39303,2012,OLD - 2,Unknown/Unidentified,995.68121338
39304,2012,OTAY - 3,Unknown/Unidentified,20.46336555
39305,2012,SHOCKEY,Unknown/Unidentified,2555.58862305
39306,2012,BEALE,Equipment Use,109.87628937
39307,2012,BREWER,Debris,79.67566681
39308,2012,BROADWAY / NORTH COMPLEX,Arson,187.82740784
39309,2012,COLLINS,Miscellaneous,14.97549915
39310,2012,COLUMBIA,Equipment Use,82.98972321
39311,2012,COUNTY,Miscellaneous,19.81853676
39312,2012,DYER,Power Line,21.76446152
39313,2012,FIDDYMENT,Unknown/Unidentified,168.47746277
39314,2012,FIDDYMENT,Unknown/Unidentified,13.05276012
39315,2012,HAMMONTON,Unknown/Unidentified,8.80187225
39316,2012,ISLAND,Unknown/Unidentified,39.42473984
39317,2012,RAMIREZ,Debris,199.32316589
39318,2012,ROBBERS,Arson,2635.21142578
39319,2012,TWENTY,Equipment Use,13.0300808
39320,2012,WALDO,Miscellaneous,22.87773895
39321,2012,WALTZ,Equipment Use,96.73996735
39322,2012,40,Lightning,39.13679504
39323,2012,CONSTANIA,Lightning,154.7331543
39324,2012,MARR,Lightning,227.13952637
39325,2012,NELSON (W-1),Lightning,3659.46508789
39326,2012,RED,Unknown/Unidentified,12.44968224
39327,2012,RUSH,Lightning,315511.5
39328,2012,SCHALER,Unknown/Unidentified,65.73819733
39329,2012,SPANISH,Unknown/Unidentified,1150.85766602
39330,2012,SPANISH,Campfire,121.83423615
39331,2012,STONE,Lightning,17.14487648
39332,2012,TERMO,Smoking,38.64613342
39333,2012,SANTIAGO,Unknown/Unidentified,43.97403336
39334,2012,BRIDGE,Debris,11.95150375
39335,2012,CHIPS,Campfire,76349.7109375
39336,2012,PEAK,Debris,2.91603422
39337,2012,PEAK,Debris,708.76013184
39338,2012,BLUFF,Power Line,44.45541
39339,2012,BLUFF 2,Miscellaneous,25.88265419
39340,2012,BONITA,Lightning,6.41317129
39341,2012,BRADFORD,Unknown/Unidentified,10.05645275
39342,2012,BUCK,Lightning,2637.36254883
39343,2012,CEDAR,Miscellaneous,71.65019989
39344,2012,FREEWAY,Unknown/Unidentified,97.7754364
39345,2012,GILMER,Miscellaneous,16.11734009
39346,2012,LAKEPOINTE,Unknown/Unidentified,256.10354614
39347,2012,LINDELL,Unknown/Unidentified,20.5580368
39348,2012,RED,Equipment Use,45.88421249
39349,2012,ROCK,Equipment Use,45.63428497
39350,2012,SCOTT,Miscellaneous,4.25586462
39351,2012,TAFFLE,Debris,4.75199318
39352,2012,TAFFLE,Debris,0.23734829
39353,2012,VISTA,Equipment Use,402.83706665
39354,2012,VOLCANO,Equipment Use,309.34899902
39355,2012,WHITEWATER,Equipment Use,15.23533726
39356,2012,BAGLEY,Lightning,46040.1484375
39357,2012,COAL,Miscellaneous,268.67764282
39358,2012,FLAT,Vehicle,1720.21166992
39359,2012,HAPPY,Miscellaneous,74.95489502
39360,2012,LAKE,Miscellaneous,9.7144165
39361,2012,LOMA,Vehicle,71.32692719
39362,2012,PARK,Miscellaneous,15.28891659
39363,2012,SALT CREEK,Miscellaneous,982.11651611
39364,2012,STAFFORD,Miscellaneous,4406.52490234
39365,2012,WARD,Miscellaneous,551.6505127
39366,2012,CREEK,Equipment Use,148.98712158
39367,2012,DALE,Power Line,1037.87573242
39368,2012,IRON,Miscellaneous,53.65980911
39369,2012,LCA 1-9,Lightning,20.4612751
39370,2012,POWER,Miscellaneous,247.8639679
39371,2012,WONDERLAND 2,Unknown/Unidentified,13.28975201
39372,2012,AIRPORT,Debris,35.04528427
39373,2012,BAILEY,Unknown/Unidentified,0.92452383
39374,2012,BOLES,Campfire,2.54422307
39375,2012,CRAM,Debris,64.10540771
39376,2012,DENNIS,Equipment Use,1.01993072
39377,2012,DORRIS,Miscellaneous,1.04656947
39378,2012,DUZEL,Debris,3.28615522
39379,2012,EDGEWOOD,Debris,2.31124902
39380,2012,JOYLAND,Debris,2.34502912
39381,2012,KUCK,Debris,20.31198692
39382,2012,MOFFETT,Lightning,6.22427511
39383,2012,MONTAGUE,Unknown/Unidentified,0.48587364
39384,2012,OAK,Debris,192.04356384
39385,2012,PICARD_1,Miscellaneous,0.04874072
39386,2012,PICARD_2,Unknown/Unidentified,0.41868097
39387,2012,PICARD_3,Unknown/Unidentified,0.11212546
39388,2012,PICARD_4,Arson,0.061134
39389,2012,PICARD_5,Miscellaneous,0.1757126
39390,2012,PIONEER,Debris,0.53723127
39391,2012,REYNOLDS,Debris,0.76610053
39392,2012,SHASTA,Unknown/Unidentified,4.53213835
39393,2012,SYLVA,Debris,10.17637825
39394,2012,BITTER,Miscellaneous,167.66146851
39395,2012,CALF,Equipment Use,616.97583008
39396,2012,CALIENTE,Lightning,144.36924744
39397,2012,JACK,Vehicle,19.90347672
39398,2012,BEAR,Lightning,717.90032959
39399,2012,CHINA,Campfire,10.14637947
39400,2012,COW,Lightning,10.868765830000001
39401,2012,SUMMIT,Debris,14.65839767
39402,2012,CAMPGROUND,Miscellaneous,11.76812267
39403,2012,GEORGE,Arson,1707.58544922
39404,2012,GULCH,Miscellaneous,385.18618774
39405,2012,HEALD,Lightning,330.96905518
39406,2012,SLIDES,Miscellaneous,254.00291443
39407,2012,WOOLSTAFF,Lightning,10.17154217
39408,2012,RUTH DAM,Miscellaneous,20.7736969
39409,2012,SWIM,Lightning,12.80290794
39410,2012,DEER,Debris,10.26911831
39411,2012,DONNELL,Miscellaneous,27.0642662
39412,2012,RAMSEY,Campfire,1136.77587891
39413,2012,SOURGRASS,Lightning,9.01623344
39414,2012,SPUR,Equipment Use,19.96159172
39415,2012,WHEATS,Lightning,180.11018372
39416,2012,ARMARIO,Equipment Use,27.80451584
39417,2012,GOPHER,Lightning,70.34375763
39418,2012,GRAHAM,Equipment Use,64.36060333
39419,2012,HORSESHOE,Unknown/Unidentified,95.56465912
39420,2012,LA GRANGE,Arson,112.15977478
39421,2012,PENN,Equipment Use,134.28091431000001
39422,2012,SEVEN,Arson,827.69812012
39423,2012,SHELLY,Equipment Use,45.99245071
39424,2012,PONDEROSA,Lightning,27670.37890625
39425,2012,CONEJO,Vehicle,21.8864193
39426,2012,HOWARD,Debris,12.36367798
39427,2012,MOUNT SINAI,Unknown/Unidentified,29.06263351
39428,2012,SKYLINE,Unknown/Unidentified,35.3461113
39429,2012,TELEGRAPH,Lightning,75.20238495
39430,2012,BARRY POINT,Lightning,92944.53125
39431,2013,VOLCANO,Miscellaneous,10.9347353
39432,2013,BEE,Miscellaneous,206.08065796
39433,2013,DEL,Equipment Use,17.78472519
39434,2013,GULCH,Miscellaneous,5.02430248
39435,2013,HIGHWAY,Vehicle,49.12441635
39436,2013,ISLAND,Equipment Use,11.97890091
39437,2013,LIEBRE,Arson,14.52182961
39438,2013,MESSENGER,Campfire,4.50064659
39439,2013,POWERHOUSE,Miscellaneous,30267.69140625
39440,2013,SHARP,Arson,245.49333191
39441,2013,TOWNSEND,Equipment Use,29.87112808
39442,2013,CLEGHORN,Equipment Use,98.36967468
39443,2013,FAWNSKIN,Campfire,14.40059853
39444,2013,GOBBLERS,Lightning,406.69464111
39445,2013,GORGONIO,Unknown/Unidentified,510.2237854
39446,2013,HATHAWAY,Campfire,3779.73217773
